NO2_lag1,NO2
3.9376035e-05,4.7948266e-05
4.7948266e-05,5.1214032e-05
5.1214032e-05,2.9391818e-05
2.9391818e-05,3.9466053e-05
3.9466053e-05,3.5246117e-05
3.5246117e-05,3.2067484e-05
3.2067484e-05,4.04743e-05
4.04743e-05,4.48309235e-05
4.48309235e-05,4.9187547e-05
4.9187547e-05,5.341460525e-05
5.341460525e-05,5.76416635e-05
5.76416635e-05,6.186872175e-05
6.186872175e-05,6.609578e-05
6.609578e-05,4.831496e-05
4.831496e-05,4.59634775e-05
4.59634775e-05,4.3611995e-05
4.3611995e-05,4.0850452666666666e-05
4.0850452666666666e-05,3.808891033333334e-05
3.808891033333334e-05,3.5327368e-05
3.5327368e-05,0.00024006073
0.00024006073,4.488646e-05
4.488646e-05,7.0233764e-05
7.0233764e-05,4.125222e-05
4.125222e-05,3.2982894e-05
3.2982894e-05,3.139818e-05
3.139818e-05,2.487251e-05
2.487251e-05,3.8656708e-05
3.8656708e-05,4.748102e-05
4.748102e-05,4.76343165e-05
4.76343165e-05,4.7787613e-05
4.7787613e-05,4.78181204e-05
4.78181204e-05,4.78486278e-05
4.78486278e-05,4.78791352e-05
4.78791352e-05,4.79096426e-05
4.79096426e-05,4.794015e-05
4.794015e-05,2.1880911e-05
2.1880911e-05,2.8293569e-05
2.8293569e-05,3.4706227000000004e-05
3.4706227000000004e-05,4.1118885e-05
4.1118885e-05,4.053416725e-05
4.053416725e-05,3.99494495e-05
3.99494495e-05,3.936473175e-05
3.936473175e-05,3.8780014e-05
3.8780014e-05,3.84449e-05
3.84449e-05,3.4686815e-05
3.4686815e-05,3.504314142857143e-05
3.504314142857143e-05,3.5399467857142857e-05
3.5399467857142857e-05,3.575579428571429e-05
3.575579428571429e-05,3.611212071428572e-05
3.611212071428572e-05,3.646844714285715e-05
3.646844714285715e-05,3.682477357142857e-05
3.682477357142857e-05,3.71811e-05
3.71811e-05,6.3572756e-05
6.3572756e-05,5.92135388e-05
5.92135388e-05,5.48543216e-05
5.48543216e-05,5.04951044e-05
5.04951044e-05,4.61358872e-05
4.61358872e-05,4.177667e-05
4.177667e-05,4.3589742e-05
4.3589742e-05,6.428473e-05
6.428473e-05,2.9314931e-05
2.9314931e-05,5.137271e-05
5.137271e-05,2.5058742e-05
2.5058742e-05,4.7727255e-05
4.7727255e-05,3.519738e-05
3.519738e-05,5.5763663e-05
5.5763663e-05,6.210802e-05
6.210802e-05,5.33269425e-05
5.33269425e-05,4.4545865e-05
4.4545865e-05,4.444851e-05
4.444851e-05,4.1061547e-05
4.1061547e-05,5.0457304e-05
5.0457304e-05,4.153232e-05
4.153232e-05,4.761053e-05
4.761053e-05,4.791780766666667e-05
4.791780766666667e-05,4.8225085333333336e-05
4.8225085333333336e-05,4.8532363e-05
4.8532363e-05,4.883964066666667e-05
4.883964066666667e-05,4.914691833333333e-05
4.914691833333333e-05,4.9454196e-05
4.9454196e-05,4.285497675e-05
4.285497675e-05,3.62557575e-05
3.62557575e-05,2.965653825e-05
2.965653825e-05,2.3057319e-05
2.3057319e-05,2.8302905333333333e-05
2.8302905333333333e-05,3.354849166666667e-05
3.354849166666667e-05,3.8794078e-05
3.8794078e-05,3.1379772e-05
3.1379772e-05,3.2663050999999995e-05
3.2663050999999995e-05,3.394633e-05
3.394633e-05,4.7262936e-05
4.7262936e-05,4.888932e-05
4.888932e-05,5.0515704e-05
5.0515704e-05,6.5215e-05
6.5215e-05,5.5736924e-05
5.5736924e-05,6.231191e-05
6.231191e-05,4.1912135e-05
4.1912135e-05,3.195276e-05
3.195276e-05,2.8923972e-05
2.8923972e-05,3.8580707e-05
3.8580707e-05,3.2479078e-05
3.2479078e-05,2.7593359e-05
2.7593359e-05,2.270764e-05
2.270764e-05,3.612782e-05
3.612782e-05,3.5324487e-05
3.5324487e-05,4.5802477e-05
4.5802477e-05,3.7777485e-05
3.7777485e-05,3.48860056e-05
3.48860056e-05,3.19945262e-05
3.19945262e-05,2.91030468e-05
2.91030468e-05,2.62115674e-05
2.62115674e-05,2.3320088e-05
2.3320088e-05,2.62198575e-05
2.62198575e-05,2.9119627e-05
2.9119627e-05,4.88062685e-05
4.88062685e-05,6.849291e-05
6.849291e-05,5.67774e-05
5.67774e-05,4.506189e-05
4.506189e-05,3.334638e-05
3.334638e-05,4.7542495e-05
4.7542495e-05,6.173861e-05
6.173861e-05,5.55057285e-05
5.55057285e-05,4.9272847e-05
4.9272847e-05,5.1652565333333335e-05
5.1652565333333335e-05,5.403228366666667e-05
5.403228366666667e-05,5.6412002e-05
5.6412002e-05,3.7834157e-05
3.7834157e-05,4.0326668e-05
4.0326668e-05,3.87014045e-05
3.87014045e-05,3.7076141e-05
3.7076141e-05,3.54508775e-05
3.54508775e-05,3.3825614e-05
3.3825614e-05,3.5716042e-05
3.5716042e-05,4.3475186e-05
4.3475186e-05,3.7435122e-05
3.7435122e-05,2.8245113e-05
2.8245113e-05,2.925075e-05
2.925075e-05,4.369348e-05
4.369348e-05,3.318574e-05
3.318574e-05,2.3230612e-05
2.3230612e-05,1.3275484e-05
1.3275484e-05,1.809917e-05
1.809917e-05,2.2922856e-05
2.2922856e-05,2.7746542e-05
2.7746542e-05,3.2570228e-05
3.2570228e-05,2.4681984e-05
2.4681984e-05,3.179555e-05
3.179555e-05,3.8037753e-05
3.8037753e-05,6.157331e-05
6.157331e-05,3.5494395e-05
3.5494395e-05,3.9454124e-05
3.9454124e-05,3.637675e-05
3.637675e-05,4.7134698e-05
4.7134698e-05,3.2237273e-05
3.2237273e-05,2.1340076e-05
2.1340076e-05,3.0261808e-05
3.0261808e-05,3.471381e-05
3.471381e-05,4.650306e-05
4.650306e-05,4.5449113e-05
4.5449113e-05,2.9589504e-05
2.9589504e-05,2.3313221e-05
2.3313221e-05,2.9142791e-05
2.9142791e-05,3.1003234e-05
3.1003234e-05,4.9627826e-05
4.9627826e-05,5.1680974e-05
5.1680974e-05,6.615484e-05
6.615484e-05,6.2135616e-05
6.2135616e-05,6.889929800000001e-05
6.889929800000001e-05,7.566298e-05
7.566298e-05,7.01710854e-05
7.01710854e-05,6.46791908e-05
6.46791908e-05,5.91872962e-05
5.91872962e-05,5.369540159999999e-05
5.369540159999999e-05,4.8203507e-05
4.8203507e-05,3.137532e-05
3.137532e-05,5.3682157e-05
5.3682157e-05,5.626965e-05
5.626965e-05,9.1984046e-05
9.1984046e-05,6.8931886e-05
6.8931886e-05,4.5879726e-05
4.5879726e-05,5.3997876e-05
5.3997876e-05,3.51756e-05
3.51756e-05,1.835319e-05
1.835319e-05,3.9104354e-05
3.9104354e-05,5.0487914e-05
5.0487914e-05,4.4806506e-05
4.4806506e-05,3.9125098e-05
3.9125098e-05,4.8485086e-05
4.8485086e-05,4.354567e-05
4.354567e-05,5.70147e-05
5.70147e-05,2.0716649e-05
2.0716649e-05,3.4757788e-05
3.4757788e-05,3.186901566666667e-05
3.186901566666667e-05,2.898024333333333e-05
2.898024333333333e-05,2.6091471e-05
2.6091471e-05,1.9970825e-05
1.9970825e-05,2.2764882e-05
2.2764882e-05,2.7291582e-05
2.7291582e-05,1.7620421e-05
1.7620421e-05,3.1718046e-05
3.1718046e-05,2.9664254e-05
2.9664254e-05,2.6401329e-05
2.6401329e-05,2.3138404e-05
2.3138404e-05,2.9821358e-05
2.9821358e-05,2.760487e-05
2.760487e-05,3.161977e-05
3.161977e-05,2.7837274e-05
2.7837274e-05,2.7262247e-05
2.7262247e-05,3.402804e-05
3.402804e-05,2.812845e-05
2.812845e-05,4.5114928e-05
4.5114928e-05,6.239396e-05
6.239396e-05,4.924341966666666e-05
4.924341966666666e-05,3.609287933333333e-05
3.609287933333333e-05,2.2942339e-05
2.2942339e-05,4.173561e-05
4.173561e-05,4.984708e-05
4.984708e-05,6.035636e-05
6.035636e-05,4.380886e-05
4.380886e-05,6.575881e-05
6.575881e-05,4.334366e-05
4.334366e-05,8.089156e-05
8.089156e-05,4.8682683e-05
4.8682683e-05,2.813501e-05
2.813501e-05,3.489204e-05
3.489204e-05,5.215256e-05
5.215256e-05,3.525735e-05
3.525735e-05,5.0144066e-05
5.0144066e-05,3.333419e-05
3.333419e-05,4.767086e-05
4.767086e-05,4.38536e-05
4.38536e-05,4.5664612e-05
4.5664612e-05,3.222208e-05
3.222208e-05,3.6976075e-05
3.6976075e-05,2.9615408e-05
2.9615408e-05,3.707875e-05
3.707875e-05,4.6809928e-05
4.6809928e-05,4.7396756e-05
4.7396756e-05,3.3004613e-05
3.3004613e-05,3.7283236e-05
3.7283236e-05,3.9707367e-05
3.9707367e-05,3.889641e-05
3.889641e-05,4.3508735e-05
4.3508735e-05,6.45219e-05
6.45219e-05,3.3755405e-05
3.3755405e-05,3.147162e-05
3.147162e-05,3.9420473e-05
3.9420473e-05,2.5862688e-05
2.5862688e-05,3.473359e-05
3.473359e-05,6.752155e-05
6.752155e-05,3.4417626e-05
3.4417626e-05,3.446867e-05
3.446867e-05,6.072787e-05
6.072787e-05,6.3150175e-05
6.3150175e-05,5.089219e-05
5.089219e-05,4.7481502e-05
4.7481502e-05,3.817456e-05
3.817456e-05,5.7059122e-05
5.7059122e-05,3.6129648e-05
3.6129648e-05,7.717055e-05
7.717055e-05,5.6510973e-05
5.6510973e-05,4.076445e-05
4.076445e-05,3.249223e-05
